Rank,Player,Country,Hit,Single,Outside,Other,Pcnt,Double,Year
35,Gary Blades,ENG,9,6,9,0,37.5%,6,2020
36,Martijn Kleermaker,NED,21,18,18,0,36.84%,6,2020
37,Ron Meulenkamp,NED,21,15,21,0,36.84%,6,2020
38,Ian White,ENG,12,21,0,0,36.36%,6,2020
39,John Henderson,SCO,12,9,12,0,36.36%,6,2020
40,Matthew Edgar,ENG,12,6,9,6,36.36%,6,2020
41,Kirk Shepherd,ENG,9,6,12,0,33.33%,6,2020
42,Alan Tabern,ENG,12,12,12,0,33.33%,6,2020
43,Damon Heta,AUS,33,24,42,0,33.33%,6,2020
44,Marko Kantele,FIN,18,12,24,3,31.58%,6,2020
45,Dimitri Van den Bergh,BEL,15,6,27,0,31.25%,6,2020
46,Nick Kenny,WAL,9,15,6,0,30%,6,2020
47,Steve Beaton,ENG,6,9,6,0,28.57%,6,2020
48,Kim Huybrechts,BEL,18,9,36,0,28.57%,6,2020
49,Leung Kai Fan,HKG,6,15,3,0,25%,6,2020
50,Adrian Lewis,ENG,6,9,9,0,25%,6,2020
51,Daniel Larsson,SWE,6,3,18,0,22.22%,6,2020
52,Joe Cullen,ENG,12,15,30,0,21.05%,6,2020
53,Ross Smith,ENG,12,27,27,0,18.18%,6,2020
54,Ted Evetts,ENG,6,15,12,0,18.18%,6,2020
55,Dave Chisnall,ENG,9,21,24,0,16.67%,6,2020
56,Conan Whitehead,ENG,3,6,24,3,8.33%,6,2020
57,Ryan Searle,ENG,3,15,15,3,8.33%,6,2020
1,Dave Chisnall,ENG,15,0,3,6,62.5%,7,2020
2,José de Sousa,POR,10,6,4,0,50%,7,2020
3,Gary Anderson,SCO,15,3,15,0,45.45%,7,2020
4,Gerwyn Price,WAL,15,6,12,0,45.45%,7,2020
5,Mensur Suljović,AUT,12,3,12,0,44.44%,7,2020
6,Michael van Gerwen,NED,18,6,21,0,40%,7,2020
7,Joe Cullen,ENG,18,3,24,0,40%,7,2020
8,Scott Waites,ENG,9,6,9,0,37.5%,7,2020
9,Nathan Aspinall,ENG,15,9,18,0,35.71%,7,2020
10,Damon Heta,AUS,15,9,18,3,33.33%,7,2020
11,Ron Meulenkamp,NED,12,3,21,0,33.33%,7,2020
12,Simon Whitlock,AUS,12,9,18,0,30.77%,7,2020
13,Krzysztof Ratajski,POL,9,12,6,3,30%,7,2020
14,Rob Cross,ENG,6,9,6,0,28.57%,7,2020
15,Glen Durrant,ENG,6,9,12,0,22.22%,7,2020
16,Dimitri Van den Bergh,BEL,6,15,15,0,16.67%,7,2020
17,Michael Smith,ENG,3,9,9,0,14.29%,7,2020
18,Peter Wright,SCO,3,6,9,6,12.5%,7,2020
1,Ritchie Edhouse,ENG,15,0,9,0,62.5%,8,2020
2,Danny Baggish,USA,18,3,9,0,60%,8,2020
3,Maik Kuivenhoven,NED,24,3,12,3,57.14%,8,2020
4,Jeff Smith,CAN,33,15,12,0,55%,8,2020
5,Steve West,ENG,18,6,6,3,54.55%,8,2020
6,Adam Hunt,ENG,63,27,30,0,52.5%,8,2020
7,Matthew Edgar,ENG,45,12,24,6,51.72%,8,2020
8,Andy Hamilton,ENG,54,21,27,3,51.43%,8,2020
9,Max Hopp,GER,69,21,42,3,51.11%,8,2020
10,Nathan Aspinall,ENG,252,84,159,0,50.91%,8,2020
11,Darren Webster,ENG,12,0,12,0,50%,8,2020
12,Christian Bunse,GER,18,9,9,0,50%,8,2020
13,Scott Mitchell,ENG,12,6,6,0,50%,8,2020
14,Glen Durrant,ENG,165,60,108,3,49.11%,8,2020
15,William O'Connor,IRL,69,12,57,3,48.94%,8,2020
16,Michael van Gerwen,NED,222,75,159,0,48.68%,8,2020
17,Adrian Lewis,ENG,39,18,24,0,48.15%,8,2020
18,Ross Smith,ENG,135,30,111,9,47.37%,8,2020
19,Daryl Gurney,NIR,138,45,108,3,46.94%,8,2020
20,Peter Jacques,ENG,21,15,9,0,46.67%,8,2020
21,James Wade,ENG,36,24,18,0,46.15%,8,2020
22,Brendan Dolan,NIR,36,12,27,3,46.15%,8,2020
23,Damon Heta,AUS,177,48,156,3,46.09%,8,2020
24,Martijn Kleermaker,NED,33,9,30,0,45.83%,8,2020
25,Krzysztof Kciuk,POL,66,15,57,6,45.83%,8,2020
26,Krzysztof Ratajski,POL,204,93,144,6,45.64%,8,2020
27,Rowby-John Rodriguez,AUT,15,9,9,0,45.45%,8,2020
28,Wayne Jones,ENG,15,15,3,0,45.45%,8,2020
29,Joe Cullen,ENG,150,69,114,0,45.05%,8,2020
30,Alan Tabern,ENG,27,18,15,0,45%,8,2020
31,John Michael,GRE,27,9,21,3,45%,8,2020
32,Ryan Joyce,ENG,66,42,39,0,44.9%,8,2020
33,Kim Huybrechts,BEL,132,60,96,6,44.9%,8,2020
34,Cody Harris,NZL,12,3,12,0,44.44%,8,2020
35,Richard North,ENG,12,9,6,0,44.44%,8,2020
36,Peter Wright,SCO,207,114,150,0,43.95%,8,2020
37,Gerwyn Price,WAL,69,45,45,0,43.4%,8,2020
38,Simon Whitlock,AUS,120,63,90,6,43.01%,8,2020
39,John Henderson,SCO,18,15,9,0,42.86%,8,2020
40,Steve Lennon,IRL,27,15,21,0,42.86%,8,2020
41,Mike De Decker,BEL,36,9,39,0,42.86%,8,2020
42,Adrian Gray,ENG,27,9,27,0,42.86%,8,2020
43,Harry Ward,ENG,9,6,6,0,42.86%,8,2020
44,Jonny Clayton,WAL,189,123,129,6,42.28%,8,2020
45,Leung Kai Fan,HKG,69,51,45,0,41.82%,8,2020
46,Dimitri Van den Bergh,BEL,144,66,132,3,41.74%,8,2020
47,Keegan Brown,ENG,21,12,15,3,41.18%,8,2020
48,Danny Noppert,NED,54,51,27,0,40.91%,8,2020
49,Scott Waites,ENG,33,30,18,0,40.74%,8,2020
50,Daniel Larsson,SWE,39,21,33,3,40.63%,8,2020
51,Mensur Suljović,AUT,90,36,96,0,40.54%,8,2020
52,Devon Petersen,RSA,147,75,138,6,40.16%,8,2020
53,Jamie Lewis,WAL,18,9,15,3,40%,8,2020
54,Carl Wilkinson,ENG,78,51,60,6,40%,8,2020
55,William Borland,SCO,48,18,51,3,40%,8,2020
56,Madars Razma,LTV,18,12,15,0,40%,8,2020
57,Michael Smith,ENG,78,36,81,0,40%,8,2020
58,Karel Sedláček,CZE,18,21,6,0,40%,8,2020
59,Dirk van Duijvenbode,NED,117,63,120,0,39%,8,2020
60,Andy Boulton,SCO,126,30,168,0,38.89%,8,2020
61,Nick Kenny,WAL,57,24,66,0,38.78%,8,2020
62,Chris Dobey,ENG,147,57,177,0,38.58%,8,2020
63,Ricky Evans,ENG,30,9,36,3,38.46%,8,2020
64,Kirk Shepherd,ENG,60,15,78,3,38.46%,8,2020
65,Joe Murnan,ENG,30,6,39,3,38.46%,8,2020
66,Luke Humphries,ENG,141,72,153,3,38.21%,8,2020
67,Darius Labanauskas,LTH,33,27,27,0,37.93%,8,2020
68,Jonathan Worsley,WAL,9,12,3,0,37.5%,8,2020
69,Mervyn King,ENG,54,54,36,0,37.5%,8,2020
70,Jermaine Wattimena,NED,51,51,33,3,36.96%,8,2020
71,Jason Lowe,ENG,33,21,36,0,36.67%,8,2020
72,David Pallett,ENG,36,24,39,0,36.36%,8,2020
73,Steve Brown,ENG,15,15,12,0,35.71%,8,2020
74,Scott Baker,ENG,18,15,18,0,35.29%,8,2020
75,Marko Kantele,FIN,54,51,48,0,35.29%,8,2020
76,Gabriel Clemens,GER,72,45,87,0,35.29%,8,2020
77,Luke Woodhouse,ENG,54,30,69,3,34.62%,8,2020
78,Bradley Brooks,ENG,39,21,54,0,34.21%,8,2020
79,Rsoer Roes,POR,16,15,15,1,34.04%,8,2020
80,José de Sousa,POR,32,30,30,2,34.04%,8,2020
81,Ron Meulenkamp,NED,51,36,60,3,34%,8,2020
82,Robert Marijanović,GER,9,6,12,0,33.33%,8,2020
83,Ciarán Teehan,IRL,24,12,33,3,33.33%,8,2020
84,Ryan Murray,SCO,9,3,15,0,33.33%,8,2020
85,Gary Anderson,SCO,81,96,63,3,33.33%,8,2020
86,Derk Telnekes,NED,21,15,24,3,33.33%,8,2020
87,Mike van Duivenbode,NED,9,6,9,3,33.33%,8,2020
88,Steve Beaton,ENG,63,66,66,0,32.31%,8,2020
89,Ryan Meikle,ENG,30,21,42,0,32.26%,8,2020
90,Rob Cross,ENG,102,87,126,3,32.08%,8,2020
91,James Wilson,ENG,48,60,42,0,32%,8,2020
92,Dave Chisnall,ENG,51,51,60,0,31.48%,8,2020
93,Harald Leitinger,AUT,15,18,15,0,31.25%,8,2020
94,Martin Schindler,GER,54,42,78,0,31.03%,8,2020
95,Vincent van der Voort,NED,36,48,33,0,30.77%,8,2020
96,Jeffrey de Zwaan,NED,48,21,87,0,30.77%,8,2020
97,Cristo Reyes,ESP,24,3,48,3,30.77%,8,2020
98,Jamie Hughes,ENG,69,33,120,3,30.67%,8,2020
99,Matt Campbell,CAN,9,12,9,0,30%,8,2020
100,Stephen Bunting,ENG,96,60,165,3,29.63%,8,2020
101,Ted Evetts,ENG,27,18,51,0,28.13%,8,2020
102,Nico Kurz,GER,9,6,18,0,27.27%,8,2020
103,Geert Nentjes,NED,9,18,6,0,27.27%,8,2020
104,Jelle Klaasen,NED,12,9,27,0,25%,8,2020
105,Conan Whitehead,ENG,12,24,12,0,25%,8,2020
106,Ian White,ENG,42,45,87,3,23.73%,8,2020
107,Callan Rydz,ENG,24,24,57,0,22.86%,8,2020
108,Nathan Derry,ENG,9,9,21,3,21.43%,8,2020
109,Ryan Searle,ENG,18,36,30,0,21.43%,8,2020
110,Barrie Bates,WAL,12,12,33,0,21.05%,8,2020
111,Lisa Ashton,ENG,15,12,42,6,20%,8,2020
112,Gavin Carlin,NIR,6,6,15,3,20%,8,2020
113,Gary Blades,ENG,15,27,30,3,20%,8,2020
114,Justin Pipe,ENG,6,12,18,0,16.67%,8,2020
115,Michael Unterbuchner,GER,3,9,9,0,14.29%,8,2020
1,Ross Smith,ENG,21,6,6,3,58.33%,9,2020
2,Jeff Smith,CAN,27,9,9,6,52.94%,9,2020
3,Scott Waites,ENG,12,3,9,0,50%,9,2020
4,Max Hopp,GER,12,3,9,0,50%,9,2020
5,Michael Smith,ENG,39,6,33,0,50%,9,2020
6,Chris Dobey,ENG,21,6,18,0,46.67%,9,2020
7,Leung Kai Fan,HKG,18,6,15,0,46.15%,9,2020
8,Mickey Mansell,NIR,18,6,15,0,46.15%,9,2020
9,Gerwyn Price,WAL,27,12,21,0,45%,9,2020
10,Steve West,ENG,24,3,27,0,44.44%,9,2020
11,Simon Whitlock,AUS,30,15,24,0,43.48%,9,2020
12,Madars Razma,LTV,9,6,6,0,42.86%,9,2020
13,Luke Humphries,ENG,27,18,15,3,42.86%,9,2020
14,Dimitri Van den Bergh,BEL,21,12,18,0,41.18%,9,2020
15,Dave Chisnall,ENG,18,18,6,3,40%,9,2020
16,Nathan Aspinall,ENG,15,12,9,3,38.46%,9,2020
17,Geert Nentjes,NED,9,6,9,0,37.5%,9,2020
18,Ricky Evans,ENG,9,3,12,0,37.5%,9,2020
19,Krzysztof Kciuk,POL,9,3,12,0,37.5%,9,2020
20,James Wilson,ENG,9,9,6,0,37.5%,9,2020
21,Mensur Suljović,AUT,15,9,18,0,35.71%,9,2020
22,Glen Durrant,ENG,18,24,9,0,35.29%,9,2020
23,Gabriel Clemens,GER,18,12,21,0,35.29%,9,2020
24,Ron Meulenkamp,NED,18,12,18,3,35.29%,9,2020
25,William Borland,SCO,21,6,27,6,35%,9,2020
26,Michael van Gerwen,NED,39,18,54,3,34.21%,9,2020
27,Rob Cross,ENG,36,27,42,3,33.33%,9,2020
28,Alan Tabern,ENG,9,6,12,0,33.33%,9,2020
29,Barrie Bates,WAL,12,6,18,0,33.33%,9,2020
30,Maik Kuivenhoven,NED,9,6,12,0,33.33%,9,2020
31,Dirk van Duijvenbode,NED,18,15,18,6,31.58%,9,2020
32,Peter Wright,SCO,24,21,27,6,30.77%,9,2020
33,Krzysztof Ratajski,POL,12,9,18,0,30.77%,9,2020
34,William O'Connor,IRL,9,6,12,3,30%,9,2020
35,Callan Rydz,ENG,6,6,9,0,28.57%,9,2020
36,Adrian Gray,ENG,6,6,9,0,28.57%,9,2020
37,Jonny Clayton,WAL,12,3,21,6,28.57%,9,2020
38,Vincent van der Voort,NED,9,9,15,0,27.27%,9,2020
39,Carl Wilkinson,ENG,12,12,21,0,26.67%,9,2020
40,John Michael,GRE,6,0,15,3,25%,9,2020
41,Luke Woodhouse,ENG,6,3,9,6,25%,9,2020
42,Joe Cullen,ENG,6,6,6,6,25%,9,2020
43,Rsoer Roes,POR,5,8,8,0,23.81%,9,2020
44,José de Sousa,POR,10,16,16,0,23.81%,9,2020
45,Gary Anderson,SCO,12,21,15,3,23.53%,9,2020
46,Stephen Bunting,ENG,9,6,21,3,23.08%,9,2020
47,Daniel Larsson,SWE,9,6,24,0,23.08%,9,2020
48,Adrian Lewis,ENG,6,6,15,0,22.22%,9,2020
49,Cristo Reyes,ESP,6,3,21,0,20%,9,2020
50,Andy Boulton,SCO,12,15,33,0,20%,9,2020
51,Nick Kenny,WAL,6,3,18,9,16.67%,9,2020
52,Danny Noppert,NED,6,24,9,0,15.38%,9,2020
53,Steve Lennon,IRL,6,9,24,0,15.38%,9,2020
54,Jonathan Worsley,WAL,3,3,15,0,14.29%,9,2020
55,Kim Huybrechts,BEL,12,27,57,3,12.12%,9,2020
56,Harald Leitinger,AUT,3,6,18,0,11.11%,9,2020
57,Kirk Shepherd,ENG,3,12,15,3,9.09%,9,2020
58,Damon Heta,AUS,3,27,6,3,7.69%,9,2020
1,Edward Shoji Foulkes,JPN,18,3,0,0,85.71%,10,2020
2,Nico Kurz,GER,24,3,9,0,66.67%,10,2020
3,Martin Atkins (Wigan),ENG,15,6,3,0,62.5%,10,2020
4,Barrie Bates,WAL,24,12,9,0,53.33%,10,2020
5,Lisa Ashton,ENG,51,27,18,0,53.13%,10,2020
6,Jesús Noguera,ESP,27,9,15,0,52.94%,10,2020
7,Bradley Brooks,ENG,66,36,24,3,51.16%,10,2020
8,Daryl Gurney,NIR,93,33,57,0,50.82%,10,2020
9,Peter Jacques,ENG,54,15,39,0,50%,10,2020
10,Matt Clark,ENG,12,6,6,0,50%,10,2020
11,Chris Dobey,ENG,81,39,42,3,49.09%,10,2020
12,Steve West,ENG,69,36,36,3,47.92%,10,2020
13,Michael Smith,ENG,399,168,261,6,47.84%,10,2020
14,John Henderson,SCO,51,18,39,0,47.22%,10,2020
15,Jermaine Wattimena,NED,48,30,21,3,47.06%,10,2020
16,Mike van Duivenbode,NED,21,3,21,0,46.67%,10,2020
17,James Wade,ENG,207,99,144,3,45.7%,10,2020
18,Gary Blades,ENG,42,27,24,0,45.16%,10,2020
19,Gerwyn Price,WAL,345,198,222,9,44.57%,10,2020
20,Leung Kai Fan,HKG,102,57,72,0,44.16%,10,2020
21,Gabriel Clemens,GER,102,57,69,3,44.16%,10,2020
22,Mervyn King,ENG,42,21,33,0,43.75%,10,2020
23,Jamie Lewis,WAL,21,6,21,0,43.75%,10,2020
24,Luke Humphries,ENG,99,60,69,0,43.42%,10,2020
25,Darius Labanauskas,LTH,18,12,12,0,42.86%,10,2020
26,Vincent van der Meer,NED,9,3,9,0,42.86%,10,2020
27,Keane Barry,IRL,9,12,0,0,42.86%,10,2020
28,Steve Lennon,IRL,33,27,12,6,42.31%,10,2020
29,Max Hopp,GER,63,21,63,3,42%,10,2020
30,Jelle Klaasen,NED,69,48,48,0,41.82%,10,2020
31,Martijn Kleermaker,NED,129,66,99,15,41.75%,10,2020
32,Andy Boulton,SCO,45,39,24,0,41.67%,10,2020
33,Mickey Mansell,NIR,132,39,138,9,41.51%,10,2020
34,Dimitri Van den Bergh,BEL,36,12,30,9,41.38%,10,2020
35,Michael van Gerwen,NED,168,123,114,3,41.18%,10,2020
36,Darren Webster,ENG,42,24,36,0,41.18%,10,2020
37,Andy Hamilton,ENG,69,30,63,6,41.07%,10,2020
38,Mike De Decker,BEL,87,39,87,0,40.85%,10,2020
39,Ryan Meikle,ENG,99,42,102,0,40.74%,10,2020
40,Mensur Suljović,AUT,72,36,69,0,40.68%,10,2020
41,Rob Cross,ENG,84,39,84,0,40.58%,10,2020
42,Scott Waites,ENG,18,9,18,0,40%,10,2020
43,Adrian Lewis,ENG,51,30,48,0,39.53%,10,2020
44,Vincent van der Voort,NED,72,51,63,0,38.71%,10,2020
45,Niels Zonneveld,NED,30,18,30,0,38.46%,10,2020
46,Nathan Aspinall,ENG,96,66,87,3,38.1%,10,2020
47,Dirk van Duijvenbode,NED,60,33,60,6,37.74%,10,2020
48,Joe Murnan,ENG,78,57,69,3,37.68%,10,2020
49,Nick Kenny,WAL,63,48,51,6,37.5%,10,2020
50,Stephen Bunting,ENG,90,72,69,9,37.5%,10,2020
51,William O'Connor,IRL,27,18,27,0,37.5%,10,2020
52,Jeff Smith,CAN,27,33,12,0,37.5%,10,2020
53,Ryan Murray,SCO,30,21,27,3,37.04%,10,2020
54,Geert Nentjes,NED,111,45,132,12,37%,10,2020
55,Glen Durrant,ENG,81,57,69,12,36.99%,10,2020
56,Peter Wright,SCO,156,117,147,3,36.88%,10,2020
57,Carl Wilkinson,ENG,33,33,21,3,36.67%,10,2020
58,Josh Payne,ENG,12,15,6,0,36.36%,10,2020
59,Ian White,ENG,42,48,27,0,35.9%,10,2020
60,Jason Lowe,ENG,15,24,3,0,35.71%,10,2020
61,Adam Hunt,ENG,69,39,84,3,35.38%,10,2020
62,Damon Heta,AUS,81,60,87,3,35.06%,10,2020
63,James Wilson,ENG,48,33,54,3,34.78%,10,2020
64,Jonny Clayton,WAL,75,66,72,3,34.72%,10,2020
65,Keegan Brown,ENG,30,18,39,0,34.48%,10,2020
66,William Borland,SCO,36,33,33,3,34.29%,10,2020
67,Simon Whitlock,AUS,78,42,102,6,34.21%,10,2020
68,Maik Kuivenhoven,NED,39,24,51,0,34.21%,10,2020
69,José de Sousa,POR,60,48,62,6,34.09%,10,2020
70,Rsoer Roes,POR,30,24,31,3,34.09%,10,2020
71,Dave Chisnall,ENG,99,111,84,0,33.67%,10,2020
72,Richard North,ENG,30,27,33,0,33.33%,10,2020
73,Alan Tabern,ENG,90,45,129,6,33.33%,10,2020
74,Krzysztof Kciuk,POL,24,24,24,0,33.33%,10,2020
75,Daniel Larsson,SWE,63,51,66,9,33.33%,10,2020
76,Gary Anderson,SCO,162,111,210,6,33.13%,10,2020
77,Krzysztof Ratajski,POL,84,69,99,3,32.94%,10,2020
78,Jamie Hughes,ENG,54,57,54,0,32.73%,10,2020
79,Jeffrey de Zwaan,NED,42,60,27,0,32.56%,10,2020
80,Callan Rydz,ENG,36,36,36,3,32.43%,10,2020
81,Conan Whitehead,ENG,18,15,24,0,31.58%,10,2020
82,Marko Kantele,FIN,36,27,48,3,31.58%,10,2020
83,Danny Baggish,USA,15,9,24,0,31.25%,10,2020
84,Rowby-John Rodriguez,AUT,15,18,15,0,31.25%,10,2020
85,Ryan Joyce,ENG,15,21,12,0,31.25%,10,2020
86,Danny Noppert,NED,72,66,90,3,31.17%,10,2020
87,Luke Woodhouse,ENG,36,33,48,0,30.77%,10,2020
88,Joe Cullen,ENG,69,39,114,3,30.67%,10,2020
89,Devon Petersen,RSA,54,45,72,6,30.51%,10,2020
90,Madars Razma,LTV,21,24,24,0,30.43%,10,2020
91,Brendan Dolan,NIR,21,15,30,3,30.43%,10,2020
92,Ross Smith,ENG,54,57,60,9,30%,10,2020
93,David Pallett,ENG,9,6,15,0,30%,10,2020
94,Ron Meulenkamp,NED,141,114,210,6,29.94%,10,2020
95,Jonathan Worsley,WAL,33,24,48,6,29.73%,10,2020
96,Adrian Gray,ENG,15,9,27,0,29.41%,10,2020
97,Harald Leitinger,AUT,15,21,15,0,29.41%,10,2020
98,Toni Alcinas,ESP,15,12,21,3,29.41%,10,2020
99,Martin Schindler,GER,45,33,75,3,28.85%,10,2020
100,Ryan Searle,ENG,66,60,102,3,28.57%,10,2020
101,Wayne Jones,ENG,6,9,6,0,28.57%,10,2020
102,Nathan Derry,ENG,27,27,33,9,28.13%,10,2020
103,Harry Ward,ENG,15,18,21,0,27.78%,10,2020
104,Kirk Shepherd,ENG,30,33,42,6,27.03%,10,2020
105,John Michael,GRE,12,12,18,3,26.67%,10,2020
106,Ricky Evans,ENG,21,27,30,3,25.93%,10,2020
107,Kim Huybrechts,BEL,72,81,129,0,25.53%,10,2020
108,Ted Evetts,ENG,21,27,36,0,25%,10,2020
109,Scott Baker,ENG,9,12,15,0,25%,10,2020
110,Robert Thornton,SCO,12,9,21,6,25%,10,2020
111,Matthew Edgar,ENG,9,12,18,0,23.08%,10,2020
112,Kyle Anderson,AUS,9,9,21,0,23.08%,10,2020
113,Ciarán Teehan,IRL,9,12,18,6,20%,10,2020
114,David Evans,ENG,6,9,15,0,20%,10,2020
115,Steve Brown,ENG,36,63,90,3,18.75%,10,2020
116,Steve Beaton,ENG,21,60,39,0,17.5%,10,2020
117,Karel Sedláček,CZE,9,21,30,0,15%,10,2020
118,Markus Buffler,,0,3,18,0,0%,10,2020
1,Dimitri Van den Bergh,BEL,12,3,6,0,57.14%,11,2020
2,Joe Cullen,ENG,12,3,6,0,57.14%,11,2020
3,Michael van Gerwen,NED,18,3,12,0,54.55%,11,2020
4,Michael Smith,ENG,27,3,33,0,42.86%,11,2020
5,Krzysztof Kciuk,POL,9,3,15,0,33.33%,11,2020
6,Devon Petersen,RSA,3,3,15,0,14.29%,11,2020
7,Gabriel Clemens,GER,3,12,12,0,11.11%,11,2020
1,Luke Woodhouse,ENG,18,3,6,0,66.67%,12,2020
2,Ryan Joyce,ENG,21,6,6,0,63.64%,12,2020
3,Bradley Brooks,ENG,24,3,12,0,61.54%,12,2020
4,Lisa Ashton,ENG,27,9,9,0,60%,12,2020
5,Steve West,ENG,30,9,6,6,58.82%,12,2020
6,Darius Labanauskas,LTH,12,6,3,0,57.14%,12,2020
7,James Wade,ENG,42,21,12,0,56%,12,2020
8,Leung Kai Fan,HKG,48,18,18,6,53.33%,12,2020
9,Harald Leitinger,AUT,18,9,9,0,50%,12,2020
10,Ricky Evans,ENG,15,9,6,0,50%,12,2020
11,Daryl Gurney,NIR,48,33,15,0,50%,12,2020
12,Jermaine Wattimena,NED,30,6,24,0,50%,12,2020
13,Joe Murnan,ENG,30,6,24,0,50%,12,2020
14,Callan Rydz,ENG,30,12,18,0,50%,12,2020
15,Jason Lowe,ENG,18,3,15,0,50%,12,2020
16,Devon Petersen,RSA,42,12,27,6,48.28%,12,2020
17,Danny Noppert,NED,27,15,15,0,47.37%,12,2020
18,Michael van Gerwen,NED,96,39,63,6,47.06%,12,2020
19,Adrian Lewis,ENG,21,18,6,0,46.67%,12,2020
20,Ryan Meikle,ENG,39,12,30,3,46.43%,12,2020
21,Stephen Bunting,ENG,54,18,39,6,46.15%,12,2020
22,Adam Hunt,ENG,30,21,15,0,45.45%,12,2020
23,José de Sousa,POR,44,28,24,2,44.9%,12,2020
24,Rsoer Roes,POR,22,14,12,1,44.9%,12,2020
25,Scott Baker,ENG,12,3,12,0,44.44%,12,2020
26,Andy Boulton,SCO,24,12,18,0,44.44%,12,2020
27,Ron Meulenkamp,NED,42,30,24,0,43.75%,12,2020
28,Joe Cullen,ENG,21,21,6,0,43.75%,12,2020
29,Dave Chisnall,ENG,39,24,27,0,43.33%,12,2020
30,Mickey Mansell,NIR,39,24,21,6,43.33%,12,2020
31,Mervyn King,ENG,27,27,9,0,42.86%,12,2020
32,Jonny Clayton,WAL,93,39,84,3,42.47%,12,2020
33,Gerwyn Price,WAL,150,117,87,3,42.02%,12,2020
34,Michael Smith,ENG,69,51,51,0,40.35%,12,2020
35,Jamie Hughes,ENG,24,15,21,0,40%,12,2020
36,Ciarán Teehan,IRL,12,6,9,3,40%,12,2020
37,Alan Tabern,ENG,30,30,18,0,38.46%,12,2020
38,Carl Wilkinson,ENG,15,9,15,0,38.46%,12,2020
39,Peter Wright,SCO,99,72,99,0,36.67%,12,2020
40,John Henderson,SCO,24,18,24,0,36.36%,12,2020
41,Andy Hamilton,ENG,15,15,12,0,35.71%,12,2020
42,Krzysztof Ratajski,POL,54,39,60,0,35.29%,12,2020
43,Martijn Kleermaker,NED,30,33,18,6,34.48%,12,2020
44,Luke Humphries,ENG,39,45,30,0,34.21%,12,2020
45,Chris Dobey,ENG,27,21,33,0,33.33%,12,2020
46,Vincent van der Voort,NED,18,3,33,0,33.33%,12,2020
47,Robert Thornton,SCO,9,3,15,0,33.33%,12,2020
48,James Wilson,ENG,9,9,3,6,33.33%,12,2020
49,Ross Smith,ENG,18,9,24,3,33.33%,12,2020
50,Steve Beaton,ENG,21,18,24,0,33.33%,12,2020
51,Simon Whitlock,AUS,15,15,15,0,33.33%,12,2020
52,Ted Evetts,ENG,9,15,3,0,33.33%,12,2020
53,Glen Durrant,ENG,27,33,21,3,32.14%,12,2020
54,Mike De Decker,BEL,21,21,21,3,31.82%,12,2020
55,Gary Anderson,SCO,39,48,33,3,31.71%,12,2020
56,Daniel Larsson,SWE,15,18,12,3,31.25%,12,2020
57,Steve Lennon,IRL,12,3,24,0,30.77%,12,2020
58,Geert Nentjes,NED,9,9,12,0,30%,12,2020
59,Gabriel Clemens,GER,24,42,12,3,29.63%,12,2020
60,Ryan Searle,ENG,27,30,36,0,29.03%,12,2020
61,Jeffrey de Zwaan,NED,6,6,9,0,28.57%,12,2020
62,Wayne Jones,ENG,6,6,9,0,28.57%,12,2020
63,Rob Cross,ENG,12,24,6,0,28.57%,12,2020
64,Scott Mitchell,ENG,6,12,3,0,28.57%,12,2020
65,Dirk van Duijvenbode,NED,6,3,12,0,28.57%,12,2020
66,Ryan Murray,SCO,15,9,30,0,27.78%,12,2020
67,Richard North,ENG,9,3,21,0,27.27%,12,2020
68,Jamie Lewis,WAL,12,18,15,0,26.67%,12,2020
69,Nathan Aspinall,ENG,48,69,63,0,26.67%,12,2020
70,Kim Huybrechts,BEL,21,30,30,3,25%,12,2020
71,Gary Blades,ENG,15,15,30,0,25%,12,2020
72,Darren Webster,ENG,6,9,9,0,25%,12,2020
73,Martin Schindler,GER,9,9,21,0,23.08%,12,2020
74,Damon Heta,AUS,27,51,42,0,22.5%,12,2020
75,Max Hopp,GER,6,12,9,0,22.22%,12,2020
76,Steve Brown,ENG,6,12,9,0,22.22%,12,2020
77,Ian White,ENG,18,30,42,0,20%,12,2020
78,Nick Kenny,WAL,9,18,18,3,18.75%,12,2020
79,Marko Kantele,FIN,9,24,15,0,18.75%,12,2020
80,Dimitri Van den Bergh,BEL,24,30,78,0,18.18%,12,2020
81,Peter Jacques,ENG,6,15,12,0,18.18%,12,2020
82,Keegan Brown,ENG,6,12,12,6,16.67%,12,2020
83,Krzysztof Kciuk,POL,9,12,39,0,15%,12,2020
84,Jesús Noguera,ESP,3,9,9,0,14.29%,12,2020
85,Brendan Dolan,NIR,3,15,6,0,12.5%,12,2020
86,John Michael,GRE,3,18,18,0,7.69%,12,2020
1,James Wade,ENG,15,3,12,0,50%,13,2020
2,Krzysztof Ratajski,POL,9,0,18,0,33.33%,13,2020
3,Gary Anderson,SCO,6,12,6,3,22.22%,13,2020
4,Simon Whitlock,AUS,3,9,12,0,12.5%,13,2020
1,Jeff Smith,CAN,15,3,3,0,71.43%,14,2020
2,Daryl Gurney,NIR,15,12,0,0,55.56%,14,2020
3,Chris Dobey,ENG,27,9,15,0,52.94%,14,2020
4,Damon Heta,AUS,21,15,6,0,50%,14,2020
5,Max Hopp,GER,18,6,12,0,50%,14,2020
6,Kim Huybrechts,BEL,18,0,15,3,50%,14,2020
7,Steve Beaton,ENG,15,6,12,0,45.45%,14,2020
