Rank,Player,Country,Stat,Stat Category,Year
303,Ryan Furness,ENG,52.76%,Pcnt Legs Won,2021
304,James Beeton,ENG,52.61%,Pcnt Legs Won,2021
305,Joe Davis,ENG,52.56%,Pcnt Legs Won,2021
306,A.J. Urmston-Toft,,52.54%,Pcnt Legs Won,2021
307,Gary Anderson,SCO,52.51%,Pcnt Legs Won,2021
308,Jitse van der Wal,NED,52.44%,Pcnt Legs Won,2021
309,Luc Peters,NED,52.44%,Pcnt Legs Won,2021
310,Jordan Brooks,ENG,52.43%,Pcnt Legs Won,2021
311,Lewis Williams,WAL,52.39%,Pcnt Legs Won,2021
312,Ben Clark,AUS,52.36%,Pcnt Legs Won,2021
313,Richard North,ENG,52.29%,Pcnt Legs Won,2021
314,Owen Roelofs,NED,52.24%,Pcnt Legs Won,2021
315,Dennie Olde Kalter,NED,52.24%,Pcnt Legs Won,2021
316,Stephen Bunting,ENG,52.2%,Pcnt Legs Won,2021
317,Pokotea Munokoa,AUS,52.2%,Pcnt Legs Won,2021
318,Marko Puls,GER,52.15%,Pcnt Legs Won,2021
319,Nathan Kermond,AUS,52.14%,Pcnt Legs Won,2021
320,Paul Holloway,ENG,52.14%,Pcnt Legs Won,2021
321,Sven Hilling,GER,52.12%,Pcnt Legs Won,2021
322,Kim Huybrechts,BEL,52.08%,Pcnt Legs Won,2021
323,Tony Davy,AUS,52.07%,Pcnt Legs Won,2021
324,Dave Ladley,ENG,52.05%,Pcnt Legs Won,2021
325,Jeff Smith,CAN,52.03%,Pcnt Legs Won,2021
326,Robbie Knops,BEL,51.98%,Pcnt Legs Won,2021
327,Philip van Gasse,BEL,51.97%,Pcnt Legs Won,2021
328,Aden Kirk,ENG,51.92%,Pcnt Legs Won,2021
329,Stefan Nilles,GER,51.9%,Pcnt Legs Won,2021
330,Killian Heffernan,IRL,51.87%,Pcnt Legs Won,2021
331,Adam Mould,ENG,51.75%,Pcnt Legs Won,2021
332,Matt Williams,AUS,51.74%,Pcnt Legs Won,2021
333,Andy Jenkins,ENG,51.72%,Pcnt Legs Won,2021
334,Martin Lukeman,ENG,51.71%,Pcnt Legs Won,2021
335,Ritchie Edhouse,ENG,51.71%,Pcnt Legs Won,2021
336,Lee Cocks,ENG,51.69%,Pcnt Legs Won,2021
337,Luke Hudson,AUS,51.69%,Pcnt Legs Won,2021
338,Sam Cankett,WAL,51.67%,Pcnt Legs Won,2021
339,Joey de Jong,NED,51.59%,Pcnt Legs Won,2021
340,Mike Norton,ENG,51.57%,Pcnt Legs Won,2021
341,Scott Williams,ENG,51.56%,Pcnt Legs Won,2021
342,Tony Welland,AUS,51.51%,Pcnt Legs Won,2021
343,Michael Unterbuchner,GER,51.48%,Pcnt Legs Won,2021
344,Boris Koltsov,RUS,51.48%,Pcnt Legs Won,2021
345,Danny Baggish,USA,51.48%,Pcnt Legs Won,2021
346,Zoran Lerchbacher,AUT,51.38%,Pcnt Legs Won,2021
347,Martijn Kleermaker,NED,51.35%,Pcnt Legs Won,2021
348,Charlie Symons,ENG,51.34%,Pcnt Legs Won,2021
349,John Nottage,AUS,51.33%,Pcnt Legs Won,2021
350,Stefan Bellmont,SUI,51.31%,Pcnt Legs Won,2021
351,Lorraine Winstanley,ENG,51.23%,Pcnt Legs Won,2021
352,Michael Rasztovits,AUT,51.18%,Pcnt Legs Won,2021
353,Andreas Toft Jorgensen,DEN,51.17%,Pcnt Legs Won,2021
354,Geert De Vos,BEL,51.07%,Pcnt Legs Won,2021
355,Mick Zdun,AUS,51.04%,Pcnt Legs Won,2021
356,Ryan de Vreede,NED,50.98%,Pcnt Legs Won,2021
357,Lee Chapman,AUS,50.98%,Pcnt Legs Won,2021
358,Patrick van den Boogaard,NED,50.97%,Pcnt Legs Won,2021
359,Luke Woodhouse,ENG,50.95%,Pcnt Legs Won,2021
360,Danny Jansen,NED,50.91%,Pcnt Legs Won,2021
361,Jason Heaver,ENG,50.83%,Pcnt Legs Won,2021
362,Róbert Tóth,,50.78%,Pcnt Legs Won,2021
363,Steve Beaton,ENG,50.69%,Pcnt Legs Won,2021
364,Wes Newton,ENG,50.67%,Pcnt Legs Won,2021
365,Jamie Hughes,ENG,50.61%,Pcnt Legs Won,2021
366,Jamie Robinson,ENG,50.61%,Pcnt Legs Won,2021
367,Matt Clark,ENG,50.6%,Pcnt Legs Won,2021
368,Jason Lowe,ENG,50.6%,Pcnt Legs Won,2021
369,Ron Meulenkamp,NED,50.58%,Pcnt Legs Won,2021
370,Sergio Krassen,ITA,50.54%,Pcnt Legs Won,2021
371,Rhys Griffin,WAL,50.51%,Pcnt Legs Won,2021
372,Ian White,ENG,50.5%,Pcnt Legs Won,2021
373,René Eidams,GER,50.5%,Pcnt Legs Won,2021
374,Kevin Luhr,GER,50.5%,Pcnt Legs Won,2021
375,Jaikob Selby-Rivas,ENG,50.49%,Pcnt Legs Won,2021
376,Alex Evans,IRL,50.45%,Pcnt Legs Won,2021
377,Egor Tvorogov,GER,50.43%,Pcnt Legs Won,2021
378,Maik Kuivenhoven,NED,50.39%,Pcnt Legs Won,2021
379,Jamie Durrant,ENG,50.38%,Pcnt Legs Won,2021
380,Simon Whitlock,AUS,50.38%,Pcnt Legs Won,2021
381,Kirk Shepherd,ENG,50.37%,Pcnt Legs Won,2021
382,Jeroen Mioch,NED,50.37%,Pcnt Legs Won,2021
383,Steve Lennon,IRL,50.22%,Pcnt Legs Won,2021
384,Janos Szalai,HUN,50.12%,Pcnt Legs Won,2021
385,Harry Gregory,ENG,50%,Pcnt Legs Won,2021
386,Brian Woods,ENG,50%,Pcnt Legs Won,2021
387,Daniele Petri,ITA,50%,Pcnt Legs Won,2021
388,William O'Connor,IRL,49.8%,Pcnt Legs Won,2021
389,Kenneth Matthews,,49.77%,Pcnt Legs Won,2021
390,Kai Gotthardt,GER,49.69%,Pcnt Legs Won,2021
391,Sebastian Steyer,POL,49.65%,Pcnt Legs Won,2021
392,Simon Farrell,AUS,49.64%,Pcnt Legs Won,2021
393,Jens Ziegler,GER,49.62%,Pcnt Legs Won,2021
394,David Neads,WAL,49.56%,Pcnt Legs Won,2021
395,Chris Donaghy,AUS,49.41%,Pcnt Legs Won,2021
396,Michal Smejda,CZE,49.41%,Pcnt Legs Won,2021
397,Jake Rigney,ENG,49.38%,Pcnt Legs Won,2021
398,Andy Boulton,SCO,49.38%,Pcnt Legs Won,2021
399,Adam Huckvale,ENG,49.37%,Pcnt Legs Won,2021
400,Gary Robson,ENG,49.36%,Pcnt Legs Won,2021
401,Adrian Gray,ENG,49.32%,Pcnt Legs Won,2021
402,Joshua Hermann,GER,49.28%,Pcnt Legs Won,2021
403,Gordon Mathers,AUS,49.24%,Pcnt Legs Won,2021
404,Barrie Bates,WAL,49.15%,Pcnt Legs Won,2021
405,Jeffrey Van Egdom,BEL,49.07%,Pcnt Legs Won,2021
406,Rajmund Papp,HUN,49.06%,Pcnt Legs Won,2021
407,Anton Soc,AUS,49.03%,Pcnt Legs Won,2021
408,Ian Jopling,ENG,49%,Pcnt Legs Won,2021
409,Ryan Palmer,ENG,48.97%,Pcnt Legs Won,2021
410,Ricky Evans,ENG,48.89%,Pcnt Legs Won,2021
411,Eduard Szabo,ROM,48.87%,Pcnt Legs Won,2021
412,Max Hopp,GER,48.83%,Pcnt Legs Won,2021
413,Joe Murnan,ENG,48.82%,Pcnt Legs Won,2021
414,Katie Sheldon,IRL,48.78%,Pcnt Legs Won,2021
415,Maikel Venema,NED,48.6%,Pcnt Legs Won,2021
416,Patrick Plotz,GER,48.55%,Pcnt Legs Won,2021
417,Neil MacDougall,SCO,48.39%,Pcnt Legs Won,2021
418,Brett Claydon,ENG,48.38%,Pcnt Legs Won,2021
419,Jerry Hendriks,NED,48.38%,Pcnt Legs Won,2021
420,Jan Dekker,NED,48.32%,Pcnt Legs Won,2021
421,Phill Borthwick,ENG,48.29%,Pcnt Legs Won,2021
422,Kevin McDine,ENG,48.29%,Pcnt Legs Won,2021
423,Vincent van der Meer,NED,48.25%,Pcnt Legs Won,2021
424,John Campbell,AUS,48.23%,Pcnt Legs Won,2021
425,Jermaine Wattimena,NED,48.21%,Pcnt Legs Won,2021
426,Devon Petersen,RSA,48.2%,Pcnt Legs Won,2021
427,Matthew Edgar,ENG,48.19%,Pcnt Legs Won,2021
428,Corey Power,AUS,48.18%,Pcnt Legs Won,2021
429,Pero Ljubić,CRO,48.18%,Pcnt Legs Won,2021
430,Scott Waites,ENG,48.12%,Pcnt Legs Won,2021
431,Karel Sedláček,CZE,48.07%,Pcnt Legs Won,2021
432,John Brown,ENG,48.07%,Pcnt Legs Won,2021
433,Krzysztof Kciuk,POL,48.05%,Pcnt Legs Won,2021
434,Andrew Gilding,ENG,48.04%,Pcnt Legs Won,2021
435,Paul Mitchell,ENG,47.84%,Pcnt Legs Won,2021
436,Adam Hunt,ENG,47.79%,Pcnt Legs Won,2021
437,Sam Booth,ENG,47.77%,Pcnt Legs Won,2021
438,Boris Krčmar,CRO,47.75%,Pcnt Legs Won,2021
439,Cole Davey,WAL,47.72%,Pcnt Legs Won,2021
440,Scott Hope,ENG,47.71%,Pcnt Legs Won,2021
441,Eddie Lovely,ENG,47.66%,Pcnt Legs Won,2021
442,Leon Lovett,AUS,47.65%,Pcnt Legs Won,2021
443,Martin Atkins (Wigan),ENG,47.62%,Pcnt Legs Won,2021
444,Ieuan Halsall,WAL,47.59%,Pcnt Legs Won,2021
445,Robbie Ellis,ENG,47.55%,Pcnt Legs Won,2021
446,Keegan Brown,ENG,47.5%,Pcnt Legs Won,2021
447,Sam Coenders,NED,47.49%,Pcnt Legs Won,2021
448,Kevin van Wauwe,BEL,47.39%,Pcnt Legs Won,2021
449,William Borland,SCO,47.37%,Pcnt Legs Won,2021
450,Ryan Meikle,ENG,47.33%,Pcnt Legs Won,2021
451,Mickey Mansell,NIR,47.25%,Pcnt Legs Won,2021
452,Fred Box,ENG,47.18%,Pcnt Legs Won,2021
453,John Michael,GRE,47.13%,Pcnt Legs Won,2021
454,Remo Mandiau,BEL,47.1%,Pcnt Legs Won,2021
455,Michael Seemann,DEN,47.06%,Pcnt Legs Won,2021
456,Jake Jones,ENG,46.99%,Pcnt Legs Won,2021
457,Roberto Vandaele,BEL,46.96%,Pcnt Legs Won,2021
458,David Boyle,AUS,46.76%,Pcnt Legs Won,2021
459,Alan Tabern,ENG,46.68%,Pcnt Legs Won,2021
460,Mindaugas Barauskas,LTH,46.63%,Pcnt Legs Won,2021
461,Nathan Walsh,AUS,46.55%,Pcnt Legs Won,2021
462,Mike De Decker,BEL,46.54%,Pcnt Legs Won,2021
463,Ciarán Teehan,IRL,46.5%,Pcnt Legs Won,2021
464,Nandor Major,HUN,46.47%,Pcnt Legs Won,2021
465,Gijsbert van Malsen,NED,46.44%,Pcnt Legs Won,2021
466,Jelle Klaasen,NED,46.32%,Pcnt Legs Won,2021
467,Jack Main,ENG,46.26%,Pcnt Legs Won,2021
468,Michael Barnard,ENG,46.19%,Pcnt Legs Won,2021
469,Matt Jackson,ENG,46.12%,Pcnt Legs Won,2021
470,Arsen Ballaj,ALB,45.99%,Pcnt Legs Won,2021
471,Brian Hallas,ENG,45.96%,Pcnt Legs Won,2021
472,Sean Fisher,WAL,45.95%,Pcnt Legs Won,2021
473,Stuart White,ENG,45.92%,Pcnt Legs Won,2021
474,Ben Hazel,ENG,45.85%,Pcnt Legs Won,2021
475,Ivan Springborg Poulsen,DEN,45.81%,Pcnt Legs Won,2021
476,Levy Frauenfelder,NED,45.76%,Pcnt Legs Won,2021
477,Peter Hudson,ENG,45.67%,Pcnt Legs Won,2021
478,Mick Baker,ENG,45.59%,Pcnt Legs Won,2021
479,Gyorgy Varady,HUN,45.53%,Pcnt Legs Won,2021
480,Nic Mueller,GER,45.41%,Pcnt Legs Won,2021
481,John Henderson,SCO,45.3%,Pcnt Legs Won,2021
482,Leung Kai Fan,HKG,45.02%,Pcnt Legs Won,2021
483,Stephen Gallimore,ENG,45.02%,Pcnt Legs Won,2021
484,Steve Brown,ENG,44.94%,Pcnt Legs Won,2021
485,Rachel Brooks,ENG,44.74%,Pcnt Legs Won,2021
486,David Hughes,ENG,44.72%,Pcnt Legs Won,2021
487,James Wilson,ENG,44.69%,Pcnt Legs Won,2021
488,Jeffrey de Zwaan,NED,44.68%,Pcnt Legs Won,2021
489,Nathan Maher,AUS,44.65%,Pcnt Legs Won,2021
490,Darren Webster,ENG,44.63%,Pcnt Legs Won,2021
491,Andrew Beeton,GER,44.5%,Pcnt Legs Won,2021
492,Peter Jacques,ENG,44.4%,Pcnt Legs Won,2021
493,Alex Flohr,LUX,44.08%,Pcnt Legs Won,2021
494,Attila Valyi,HUN,44.01%,Pcnt Legs Won,2021
495,Marcel Althaus,GER,44%,Pcnt Legs Won,2021
496,Lorenzo Pronk,NED,43.98%,Pcnt Legs Won,2021
497,Erik Tautfest,GER,43.78%,Pcnt Legs Won,2021
498,Nick Kenny,WAL,43.76%,Pcnt Legs Won,2021
499,Bent Lambertsen,DEN,43.75%,Pcnt Legs Won,2021
500,Jonathan Worsley,WAL,43.69%,Pcnt Legs Won,2021
501,Robert Vanderdrift,AUS,43.67%,Pcnt Legs Won,2021
502,Marvin van Velzen,NED,43.56%,Pcnt Legs Won,2021
503,Kevin Costantini,GER,43.53%,Pcnt Legs Won,2021
504,Steve West,ENG,43.52%,Pcnt Legs Won,2021
505,Sandor Ballo,HUN,43.46%,Pcnt Legs Won,2021
506,Josh Payne,ENG,43.2%,Pcnt Legs Won,2021
507,Ryan Murray,SCO,43.17%,Pcnt Legs Won,2021
508,Andy Hamilton,ENG,43.15%,Pcnt Legs Won,2021
509,Dustin Straver,NED,42.99%,Pcnt Legs Won,2021
510,Steve Wollener,LUX,42.99%,Pcnt Legs Won,2021
511,Jack Vincent,ENG,42.54%,Pcnt Legs Won,2021
512,Kieran Evans,ENG,42.51%,Pcnt Legs Won,2021
513,Szabolcs Nemeth,HUN,42.21%,Pcnt Legs Won,2021
514,Patrik Helfrich,HUN,42.13%,Pcnt Legs Won,2021
515,Coby Jones-Swanson,ENG,42.02%,Pcnt Legs Won,2021
516,Jesús Noguera,ESP,42%,Pcnt Legs Won,2021
517,Bence Katona,HUN,41.82%,Pcnt Legs Won,2021
518,Graeme Blakey,AUS,41.82%,Pcnt Legs Won,2021
519,Shane Horne,AUS,41.8%,Pcnt Legs Won,2021
520,Justin Pipe,ENG,41.8%,Pcnt Legs Won,2021
521,Vanessa James,AUS,41.77%,Pcnt Legs Won,2021
522,Wayne Jones,ENG,41.65%,Pcnt Legs Won,2021
523,Berry van Peer,NED,41.61%,Pcnt Legs Won,2021
524,Claus Bendix Nielsen,DEN,41.41%,Pcnt Legs Won,2021
525,Jens Kniest,GER,41.28%,Pcnt Legs Won,2021
526,Aaron Beeney,ENG,41.2%,Pcnt Legs Won,2021
527,Sebastian Keine,GER,41.16%,Pcnt Legs Won,2021
528,Steffen Siepmann,GER,40.76%,Pcnt Legs Won,2021
529,David Evans,ENG,40.63%,Pcnt Legs Won,2021
530,David Balogh,HUN,40.63%,Pcnt Legs Won,2021
531,Marco Obst,GER,40.62%,Pcnt Legs Won,2021
532,Troy James,AUS,40.38%,Pcnt Legs Won,2021
533,Thomas Köhnlein,GER,40.18%,Pcnt Legs Won,2021
534,Jonathan Parvaneh,GER,40.07%,Pcnt Legs Won,2021
535,Cody Dewey,AUS,40%,Pcnt Legs Won,2021
536,Gary Blades,ENG,39.8%,Pcnt Legs Won,2021
537,Coni Singh Nagi,ENG,39.5%,Pcnt Legs Won,2021
538,Jason Dewey,AUS,39.26%,Pcnt Legs Won,2021
539,Paul Hill,ENG,39.08%,Pcnt Legs Won,2021
540,Derk Telnekes,NED,38.51%,Pcnt Legs Won,2021
541,Terry Charlton,AUS,37.9%,Pcnt Legs Won,2021
542,Steve Earley,ENG,37.74%,Pcnt Legs Won,2021
543,Alf Wyatt,AUS,37.38%,Pcnt Legs Won,2021
544,Conner Smith,AUS,37.07%,Pcnt Legs Won,2021
545,Glen Durrant,ENG,35.1%,Pcnt Legs Won,2021
546,Danny Bunyard,AUS,35.05%,Pcnt Legs Won,2021
547,Miro Seemann,GER,34.65%,Pcnt Legs Won,2021
548,Julian Zwergel,GER,34.48%,Pcnt Legs Won,2021
549,Judy Neaves,AUS,34.39%,Pcnt Legs Won,2021
550,Sapphire Allen,AUS,34.03%,Pcnt Legs Won,2021
551,Matt Clarke,AUS,32.43%,Pcnt Legs Won,2021
552,Harald Leitinger,AUT,32.22%,Pcnt Legs Won,2021
553,Mark McGeeney,ENG,31.65%,Pcnt Legs Won,2021
554,Barbara Kermond,AUS,28.71%,Pcnt Legs Won,2021
555,Peter Godfrey,AUS,22.78%,Pcnt Legs Won,2021
556,Margaret Eagers,AUS,15.21%,Pcnt Legs Won,2021
551,Matt Clarke,AUS,32.43%,Pcnt Legs Won,2021
552,Harald Leitinger,AUT,32.22%,Pcnt Legs Won,2021
553,Mark McGeeney,ENG,31.65%,Pcnt Legs Won,2021
554,Barbara Kermond,AUS,28.71%,Pcnt Legs Won,2021
555,Peter Godfrey,AUS,22.78%,Pcnt Legs Won,2021
556,Margaret Eagers,AUS,15.21%,Pcnt Legs Won,2021
1,Marcel Walpen,SUI,77.22%,Pcnt Legs Won,2022
2,Beau Greaves,ENG,76.52%,Pcnt Legs Won,2022
3,Evan Willoughby,ENG,75.72%,Pcnt Legs Won,2022
4,Jochen Graudenz,GER,74.92%,Pcnt Legs Won,2022
5,Rocco Fulcinitti,ITA,72.97%,Pcnt Legs Won,2022
6,Danny Porter,AUS,71.79%,Pcnt Legs Won,2022
7,Jeremy Fagg,AUS,71.07%,Pcnt Legs Won,2022
8,Raymond Smith,AUS,70.08%,Pcnt Legs Won,2022
9,Luke Littler,ENG,70%,Pcnt Legs Won,2022
10,Brody Klinge,AUS,69.63%,Pcnt Legs Won,2022
11,Dave Marland,AUS,69.28%,Pcnt Legs Won,2022
12,Aaron Morrison,AUS,69.09%,Pcnt Legs Won,2022
13,David Hanel,AUS,69.04%,Pcnt Legs Won,2022
14,Robbie King,AUS,68.66%,Pcnt Legs Won,2022
15,Rob Modra,AUS,68.36%,Pcnt Legs Won,2022
16,Stefan Hachler,SWI,67.22%,Pcnt Legs Won,2022
17,David Littleboy,,66.52%,Pcnt Legs Won,2022
18,Peter Machin,AUS,65.69%,Pcnt Legs Won,2022
19,Mal Cuming,AUS,65.52%,Pcnt Legs Won,2022
20,Thomas Banks,ENG,65.45%,Pcnt Legs Won,2022
21,Kieran Thompson,ENG,65.25%,Pcnt Legs Won,2022
22,Brandon Weening,AUS,65.11%,Pcnt Legs Won,2022
23,Lorraine Winstanley,ENG,64.91%,Pcnt Legs Won,2022
24,Daniel Larsson,SWE,64.82%,Pcnt Legs Won,2022
25,Christoph Schuhmann,GER,64.73%,Pcnt Legs Won,2022
26,Tim Pusey,AUS,64.61%,Pcnt Legs Won,2022
27,Aileen de Graaf,NED,64.19%,Pcnt Legs Won,2022
28,Mitchell Clegg,AUS,64.16%,Pcnt Legs Won,2022
29,Raymond O'Donnell,AUS,64.08%,Pcnt Legs Won,2022
30,Stuart Coburn,AUS,63.86%,Pcnt Legs Won,2022
31,Laurie Loch,AUS,63.64%,Pcnt Legs Won,2022
32,Bailey Marsh,AUS,63.62%,Pcnt Legs Won,2022
33,Mikuru Suzuki,JPN,63.56%,Pcnt Legs Won,2022
34,Scott Hallett,AUS,63.35%,Pcnt Legs Won,2022
35,Joe Comito,AUS,63.26%,Pcnt Legs Won,2022
36,Fallon Sherrock,ENG,62.85%,Pcnt Legs Won,2022
37,James Bailey,AUS,62.8%,Pcnt Legs Won,2022
38,Brian Løkken,DEN,62.75%,Pcnt Legs Won,2022
39,Rhian Griffiths,WAL,62.71%,Pcnt Legs Won,2022
40,Pat Molloy,AUS,62.33%,Pcnt Legs Won,2022
41,Lisa Ashton,ENG,62.25%,Pcnt Legs Won,2022
42,Justin Thompson,AUS,62.15%,Pcnt Legs Won,2022
43,Dennis Nilsson,SWE,62.13%,Pcnt Legs Won,2022
44,Justin Miles,AUS,62.13%,Pcnt Legs Won,2022
45,Connor Hopkins,WAL,62.12%,Pcnt Legs Won,2022
46,Kym Mitchell,AUS,61.92%,Pcnt Legs Won,2022
47,Lukas Wenig,GER,61.8%,Pcnt Legs Won,2022
48,Rhian O Sullivan,WAL,61.74%,Pcnt Legs Won,2022
49,David Platt,AUS,61.66%,Pcnt Legs Won,2022
50,Niko Springer,GER,61.6%,Pcnt Legs Won,2022
101,Jarred Cole,ENG,58.31%,Pcnt Legs Won,2022
102,Maria O Brien,ENG,58.28%,Pcnt Legs Won,2022
103,Neil Duff,NIR,58.19%,Pcnt Legs Won,2022
104,Dave Chisnall,ENG,58.13%,Pcnt Legs Won,2022
105,Maikel Verberk,NED,58.12%,Pcnt Legs Won,2022
106,Richie Howson,ENG,58.05%,Pcnt Legs Won,2022
107,Adam Bainbridge,AUS,58.02%,Pcnt Legs Won,2022
108,Paavo Myller,FIN,58.01%,Pcnt Legs Won,2022
109,Damon Heta,AUS,58%,Pcnt Legs Won,2022
110,Patrick Kovacs,HUN,58%,Pcnt Legs Won,2022
111,Jane Densley,ENG,57.97%,Pcnt Legs Won,2022
112,Leighton Bennett,ENG,57.96%,Pcnt Legs Won,2022
113,Daniel Klose,GER,57.88%,Pcnt Legs Won,2022
114,Darryl Pilgrim,ENG,57.88%,Pcnt Legs Won,2022
115,Darren Penhall,AUS,57.88%,Pcnt Legs Won,2022
116,Scott Williams,ENG,57.87%,Pcnt Legs Won,2022
117,Keane Barry,IRL,57.87%,Pcnt Legs Won,2022
118,David Pallett,ENG,57.82%,Pcnt Legs Won,2022
119,Daniel Lauby Jr.,USA,57.8%,Pcnt Legs Won,2022
120,Laura Turner,ENG,57.7%,Pcnt Legs Won,2022
121,Haupai Puha,NZL,57.64%,Pcnt Legs Won,2022
122,Nathan Rafferty,NIR,57.61%,Pcnt Legs Won,2022
123,Andy Jenkins,ENG,57.59%,Pcnt Legs Won,2022
124,Jacques Labre,FRA,57.49%,Pcnt Legs Won,2022
125,Mark Taafe,AUS,57.45%,Pcnt Legs Won,2022
126,Nathan Girvan,SCO,57.43%,Pcnt Legs Won,2022
127,Joanne Locke,ENG,57.36%,Pcnt Legs Won,2022
128,Jake Neale,ENG,57.31%,Pcnt Legs Won,2022
129,Daniel Perry,ENG,57.31%,Pcnt Legs Won,2022
130,Owen Bates,ENG,57.28%,Pcnt Legs Won,2022
131,Daniel Stephenson,ENG,57.27%,Pcnt Legs Won,2022
132,Michael van Gerwen,NED,57.24%,Pcnt Legs Won,2022
133,Johan Engstrom,SWE,57.23%,Pcnt Legs Won,2022
134,Jack Male,ENG,57.19%,Pcnt Legs Won,2022
135,Martin Adams,ENG,57%,Pcnt Legs Won,2022
136,Darren Johnson,ENG,56.96%,Pcnt Legs Won,2022
137,Katie Sheldon,IRL,56.96%,Pcnt Legs Won,2022
138,Lorraine Hyde,SCO,56.96%,Pcnt Legs Won,2022
139,Dave Prins,ENG,56.93%,Pcnt Legs Won,2022
140,Natalie Gilbert,ENG,56.91%,Pcnt Legs Won,2022
141,Stephen Bunting,ENG,56.88%,Pcnt Legs Won,2022
142,Andreas Toft Jorgensen,DEN,56.85%,Pcnt Legs Won,2022
143,Chris Landman,NED,56.82%,Pcnt Legs Won,2022
144,Stefan Bellmont,SUI,56.79%,Pcnt Legs Won,2022
145,Alexander Masek,CZE,56.76%,Pcnt Legs Won,2022
146,Ricky Pickett,AUS,56.76%,Pcnt Legs Won,2022
147,Jacob Gwynne,ENG,56.74%,Pcnt Legs Won,2022
148,Cavan Phillips,WAL,56.73%,Pcnt Legs Won,2022
149,Paul Mitchell,ENG,56.69%,Pcnt Legs Won,2022
150,Robert Owen,WAL,56.65%,Pcnt Legs Won,2022
151,Robin Beger,GER,56.6%,Pcnt Legs Won,2022
152,Jake Buckley,AUS,56.6%,Pcnt Legs Won,2022
153,Thibault Tricole,FRA,56.6%,Pcnt Legs Won,2022
154,James Hurrell,ENG,56.58%,Pcnt Legs Won,2022
155,Simon Stevenson,ENG,56.58%,Pcnt Legs Won,2022
156,Trina Gulliver,ENG,56.47%,Pcnt Legs Won,2022
157,Evonne Taylor,ENG,56.45%,Pcnt Legs Won,2022
158,Geert Nentjes,NED,56.4%,Pcnt Legs Won,2022
159,Lee Budgen,ENG,56.39%,Pcnt Legs Won,2022
160,Owen Maiden,ENG,56.38%,Pcnt Legs Won,2022
161,Peter Willmott,AUS,56.34%,Pcnt Legs Won,2022
162,Kevin Blomme,BEL,56.33%,Pcnt Legs Won,2022
163,Brent Lloyd,AUS,56.32%,Pcnt Legs Won,2022
164,Dan Read,ENG,56.28%,Pcnt Legs Won,2022
165,Michael Smith,ENG,56.26%,Pcnt Legs Won,2022
166,Andreas Harrysson,SWE,56.26%,Pcnt Legs Won,2022
167,Robert Thornton,SCO,56.26%,Pcnt Legs Won,2022
168,Kevin Doets,NED,56.25%,Pcnt Legs Won,2022
169,Danny Noppert,NED,56.24%,Pcnt Legs Won,2022
170,Jenson Walker,ENG,56.23%,Pcnt Legs Won,2022
171,Lewis Williams,WAL,56.09%,Pcnt Legs Won,2022
172,Matthías Örn Friðriksson,,56.07%,Pcnt Legs Won,2022
173,Graham Usher,ENG,56.05%,Pcnt Legs Won,2022
174,Matthew Dennant,ENG,56.04%,Pcnt Legs Won,2022
175,Larry Leedie,AUS,56.01%,Pcnt Legs Won,2022
176,Fabian Schmutzler,GER,55.98%,Pcnt Legs Won,2022
177,Gerwyn Price,WAL,55.96%,Pcnt Legs Won,2022
178,Lerena Rietbergen,NED,55.96%,Pcnt Legs Won,2022
179,Patrick Maat,NED,55.93%,Pcnt Legs Won,2022
180,Josh Kime,AUS,55.93%,Pcnt Legs Won,2022
181,Nathan Aspinall,ENG,55.91%,Pcnt Legs Won,2022
182,Alec Small,WAL,55.89%,Pcnt Legs Won,2022
183,Chris Dobey,ENG,55.89%,Pcnt Legs Won,2022
184,Christian Kist,NED,55.87%,Pcnt Legs Won,2022
185,Sam Cankett,WAL,55.84%,Pcnt Legs Won,2022
186,Russell Northey,AUS,55.83%,Pcnt Legs Won,2022
187,Wayne Jones,ENG,55.82%,Pcnt Legs Won,2022
188,Dom Taylor,ENG,55.81%,Pcnt Legs Won,2022
189,Rob Cross,ENG,55.78%,Pcnt Legs Won,2022
190,Kenny Neyens,BEL,55.71%,Pcnt Legs Won,2022
191,Jeremy van der Winkel,NED,55.69%,Pcnt Legs Won,2022
192,Steffen Siepmann,GER,55.63%,Pcnt Legs Won,2022
193,Lewis Gurney,ENG,55.52%,Pcnt Legs Won,2022
194,Daan Bastiaansen,NED,55.52%,Pcnt Legs Won,2022
195,Alex Jacques,ENG,55.52%,Pcnt Legs Won,2022
196,Veijo Viinikka,FIN,55.45%,Pcnt Legs Won,2022
197,Justin Smith,WAL,55.39%,Pcnt Legs Won,2022
198,Dirk van Duijvenbode,NED,55.38%,Pcnt Legs Won,2022
199,Franz Rötzsch,GER,55.36%,Pcnt Legs Won,2022
200,Shane Wolter,AUS,55.34%,Pcnt Legs Won,2022
201,Matt Clark,ENG,55.33%,Pcnt Legs Won,2022
202,Karel Sedláček,CZE,55.31%,Pcnt Legs Won,2022
203,Dave Charnock,AUS,55.3%,Pcnt Legs Won,2022
204,Colin Osborne,ENG,55.3%,Pcnt Legs Won,2022
205,Charlie Manby,ENG,55.29%,Pcnt Legs Won,2022
206,Daniel Pearson,AUS,55.25%,Pcnt Legs Won,2022
207,Daniel Vogt,GER,55.25%,Pcnt Legs Won,2022
208,Peter Stewart Jr,,55.22%,Pcnt Legs Won,2022
209,Conan Whitehead,ENG,55.2%,Pcnt Legs Won,2022
